cgpa,projects,communication_skills,internship,programming_skills,technical_skills,certifications,aptitude,interview_score,placement_status
7.36,3,7.8,1,6.6,6.4,2,79.8,89.5,1
5.51,2,5.6,0,5.2,5.8,2,49.7,60.4,1
6.4,3,7.2,0,5.2,4.4,2,51.7,72.4,0
7.26,4,8.1,0,6.3,6.9,2,73.5,82.9,1
6.65,2,8.5,1,8.8,7.4,2,66.3,81.9,1
8.24,2,7.5,1,7.4,6.7,2,90.0,77.0,1
7.52,4,7.8,0,8.8,8.4,3,74.5,57.4,1
6.32,2,5.4,0,6.9,7.2,0,70.2,44.9,0
6.85,2,6.7,0,6.0,5.3,2,50.0,59.6,0
7.21,0,4.8,0,3.6,3.4,0,55.1,45.7,0
7.38,3,5.2,0,7.1,7.5,3,68.6,61.1,1
6.66,4,7.5,1,4.9,6.6,3,68.8,63.6,1
6.96,3,5.4,1,6.0,6.7,1,67.4,66.1,1
6.46,3,5.6,0,6.2,6.7,2,64.9,60.4,1
6.58,2,5.2,0,5.7,6.3,3,57.4,62.3,0
5.87,0,6.1,0,4.3,3.8,0,43.0,51.4,1
7.54,3,5.8,0,6.7,7.2,0,81.1,55.4,1
6.86,5,6.0,0,8.9,9.5,2,79.1,76.4,1
6.77,1,5.3,0,4.8,5.9,1,50.2,42.6,0
7.02,3,7.1,1,5.2,6.5,2,64.8,61.7,1
5.29,0,4.0,0,4.0,4.0,0,39.4,39.7,0
7.48,2,4.9,0,6.8,5.0,0,72.9,49.7,1
5.1,0,6.1,0,4.5,4.3,0,46.9,58.2,0
6.41,3,6.8,0,5.8,5.5,0,55.9,68.8,1
6.1,0,6.1,0,7.2,5.5,2,53.3,53.9,0
8.1,4,5.7,0,5.5,4.9,2,81.3,51.7,1
7.76,1,6.6,0,6.0,5.2,2,79.2,59.5,1
8.76,3,4.9,0,6.3,5.9,2,83.4,53.6,1
7.28,2,5.1,1,4.9,5.4,1,68.9,49.4,1
7.03,4,5.5,1,5.7,6.5,3,70.7,68.0,1
7.88,6,8.3,1,8.2,7.8,3,86.8,79.2,1
6.09,2,5.0,0,5.0,5.4,2,52.5,53.7,0
6.16,2,7.2,0,6.8,6.8,1,52.4,63.0,1
7.33,4,5.8,0,8.7,7.9,1,75.2,54.8,1
6.73,5,8.0,1,7.1,6.8,2,75.4,77.1,1
4.93,0,4.7,0,3.2,4.3,0,38.0,35.0,0
6.81,4,7.5,0,5.2,5.8,3,62.2,63.1,1
6.9,4,6.2,0,6.4,5.7,3,64.6,51.6,1
4.63,2,6.6,0,4.5,3.6,1,35.0,59.0,0
7.12,3,6.5,0,6.7,6.0,1,69.7,59.2,1
6.84,4,9.8,0,5.3,5.9,2,70.2,75.1,1
8.52,5,6.5,0,6.0,7.1,3,87.1,59.2,1
6.22,4,6.8,1,7.9,7.1,1,63.2,69.2,1
6.45,0,7.2,0,3.8,4.1,1,58.4,50.6,0
8.74,4,9.2,1,7.7,7.8,2,89.7,96.0,1
6.85,1,6.9,0,4.0,4.5,2,54.5,56.1,0
6.58,4,8.4,0,6.6,7.0,1,57.5,65.6,1
6.28,2,5.6,0,3.6,4.2,1,55.0,49.8,0
6.96,3,8.0,0,6.5,6.0,2,71.6,66.5,1
6.26,3,4.5,0,7.7,8.6,2,61.2,61.9,1
8.35,2,6.1,1,5.2,5.5,0,70.8,64.6,1
6.64,3,8.8,1,5.6,6.2,0,69.8,74.1,1
7.8,3,6.1,0,5.4,4.5,0,85.9,63.3,1
7.29,2,5.2,0,6.2,6.8,3,70.3,48.0,1
7.62,3,6.6,0,7.9,7.1,2,72.1,64.9,1
7.61,0,7.4,0,4.9,5.4,2,78.7,59.4,1
4.82,0,6.2,0,2.5,2.5,0,35.0,39.8,0
5.71,2,4.4,0,6.6,7.1,1,59.6,54.1,0
8.7,5,6.9,1,7.7,6.8,3,94.7,81.4,1
6.81,2,7.3,0,4.5,4.2,1,56.9,55.1,0
6.46,2,6.8,0,4.4,5.0,1,43.1,57.0,0
7.38,4,8.2,0,6.5,7.1,2,77.0,73.7,1
7.9,3,6.7,0,8.3,6.6,0,77.3,68.9,1
5.06,2,5.0,0,5.6,3.9,2,47.4,49.8,0
4.75,1,5.2,0,3.8,3.5,2,35.0,47.6,0
6.86,5,4.0,0,5.6,6.1,4,69.8,40.2,1
8.93,5,7.5,0,8.2,8.1,2,80.9,87.8,1
5.55,0,5.3,0,2.7,3.5,0,35.0,38.7,0
6.53,2,7.3,0,5.5,5.6,2,49.6,62.1,0
5.77,3,7.2,0,6.0,6.8,1,54.3,58.6,0
5.69,3,5.7,0,6.3,7.4,2,51.6,67.2,0
7.01,3,7.0,0,5.5,5.5,2,68.3,72.3,1
6.79,7,6.4,1,8.4,7.3,3,66.0,69.2,1
7.03,2,8.7,0,5.7,6.1,3,71.5,73.3,1
7.65,3,7.6,1,8.8,6.9,3,82.2,75.9,1
7.05,3,7.5,0,7.9,7.2,2,75.6,70.0,1
7.09,4,6.7,0,7.8,8.3,2,67.2,59.2,1
6.77,2,6.8,0,6.0,4.9,0,58.9,58.5,0
7.28,2,4.8,0,4.5,4.1,2,63.7,35.8,0
8.59,5,7.5,1,8.8,7.7,1,89.0,77.2,1
8.63,7,9.5,1,8.8,8.3,4,91.3,90.8,1
8.24,4,6.6,1,7.0,8.0,1,82.1,66.5,1
7.67,3,6.2,1,6.2,6.0,1,78.1,49.0,1
7.23,5,7.3,1,7.0,7.0,3,81.6,72.5,1
7.6,4,7.6,0,6.1,6.7,2,80.7,67.6,1
5.87,3,4.8,0,5.3,5.9,1,48.0,41.9,0
6.84,1,6.2,0,5.2,4.9,0,56.7,62.8,0
7.9,3,7.6,0,6.5,6.1,0,67.9,71.4,1
5.48,0,6.8,0,2.6,2.5,1,46.5,57.7,0
6.74,2,6.4,0,5.8,6.1,2,72.9,67.3,1
8.34,5,7.0,0,6.9,8.5,1,85.6,77.6,1
7.86,2,7.6,0,4.5,3.6,2,59.4,69.9,1
6.83,4,6.6,0,6.7,6.7,5,70.2,62.2,1
7.78,2,7.5,0,6.4,6.6,2,85.1,69.8,1
7.2,4,8.4,1,9.1,8.6,3,74.5,75.8,1
8.41,3,7.2,0,6.4,5.7,2,89.1,62.6,1
7.18,3,7.0,1,4.7,5.2,3,64.0,50.9,1
6.21,2,4.4,0,3.0,4.0,1,51.6,36.4,0
7.0,1,6.9,1,3.7,3.6,2,70.7,54.0,0
5.78,5,6.7,1,7.7,8.9,3,54.7,64.9,1
7.37,3,8.7,1,6.7,6.7,4,69.0,75.2,1
6.96,2,8.0,0,4.0,4.5,1,63.2,63.4,0
7.66,1,7.5,1,5.1,5.2,0,68.1,67.1,1
7.08,3,5.9,1,8.2,7.7,0,76.0,62.2,1
5.68,0,5.1,0,2.8,3.3,0,46.0,37.6,0
7.24,3,4.8,0,6.3,4.1,2,59.4,55.5,0
7.22,2,7.0,1,5.7,6.5,2,69.8,72.1,1
7.73,3,5.4,1,7.4,6.9,2,69.1,69.8,1
7.63,5,7.3,0,7.6,6.8,2,62.4,63.6,1
5.43,1,6.4,0,3.8,4.1,0,40.2,58.3,0
6.77,4,6.8,1,5.7,5.1,2,61.0,58.3,1
8.3,4,7.0,1,8.4,7.6,2,84.8,68.3,1
4.69,0,5.3,0,3.0,3.5,1,44.0,50.1,0
6.75,3,8.7,0,6.6,6.7,2,64.1,73.0,1
8.65,7,6.6,1,9.9,9.2,2,93.9,79.8,1
6.04,3,4.9,0,6.3,5.9,1,46.7,62.3,0
6.85,4,7.4,0,6.0,5.5,5,76.1,71.3,1
7.33,5,6.1,1,6.6,6.6,2,74.3,65.0,0
6.27,1,5.5,0,4.8,3.7,1,58.5,47.5,0
5.62,1,5.5,0,6.8,5.9,0,53.4,58.2,0
7.36,1,7.4,0,4.1,5.0,0,60.1,60.9,0
8.53,2,8.1,0,6.6,7.3,2,87.3,74.6,1
7.02,2,7.9,0,8.0,7.4,1,70.5,77.3,1
6.05,1,7.4,0,6.5,5.2,0,63.9,56.0,0
6.89,3,6.9,1,5.7,6.9,2,70.6,64.4,1
8.64,6,8.3,1,7.7,7.8,3,100.0,96.0,1
7.81,3,5.4,0,7.0,7.2,1,74.0,59.7,1
5.9,0,6.0,0,5.3,4.4,1,46.9,46.2,0
7.52,2,6.3,0,6.4,5.8,1,72.2,62.1,0
5.04,0,5.2,0,3.8,3.6,1,38.8,44.7,0
7.44,6,8.0,0,8.0,7.7,5,81.0,72.3,1
7.59,2,6.8,0,6.8,6.0,1,66.1,54.1,1
6.72,5,5.4,0,6.2,6.4,3,65.0,53.1,1
8.75,4,7.1,1,7.7,8.0,1,86.1,71.5,1
6.67,0,4.4,0,5.1,4.7,0,59.8,35.0,0
6.14,2,6.6,1,6.5,6.1,0,58.2,51.9,0
6.47,2,6.4,0,5.1,5.2,3,57.3,53.8,0
8.0,7,5.8,1,9.5,8.1,4,94.3,73.9,1
7.07,3,6.5,0,6.4,7.5,2,79.1,72.0,1
5.95,2,6.5,0,4.0,3.9,2,45.4,46.1,0
7.24,2,6.9,1,6.3,5.7,3,63.5,55.3,1
8.2,6,7.8,1,8.9,7.1,3,100.0,81.6,1
8.19,4,6.4,0,8.0,9.2,2,85.8,72.8,1
6.2,3,6.7,0,6.2,4.9,3,55.7,59.1,0
7.41,2,7.5,0,5.4,5.0,1,70.2,63.3,1
6.23,0,4.9,0,4.9,5.1,0,55.1,46.2,0
6.79,3,6.0,1,7.1,5.7,1,61.6,63.6,1
7.35,4,8.0,0,7.7,6.9,3,68.7,82.4,1
7.26,1,4.5,0,5.1,4.7,0,64.8,44.3,0
5.91,2,5.4,0,3.5,4.4,1,48.8,57.2,0
7.18,2,6.3,1,5.4,6.3,3,62.3,58.6,1
6.81,5,7.4,1,7.1,6.2,2,69.7,78.5,1
5.29,2,3.0,0,4.7,5.1,0,43.2,35.0,0
7.03,2,8.0,0,5.3,4.8,0,63.8,67.0,1
5.76,1,5.2,0,5.0,4.6,1,55.7,47.9,1
9.72,3,7.0,0,9.4,8.6,2,98.4,76.8,1
6.48,4,5.5,1,8.1,6.2,0,71.4,70.8,1
7.1,2,8.1,0,5.6,5.7,1,73.2,64.8,1
4.5,0,6.0,0,3.6,2.9,1,35.0,51.3,0
7.7,6,7.3,1,9.3,8.2,2,76.9,72.8,1
7.39,5,4.3,0,7.4,6.0,2,71.8,59.3,1
7.0,3,6.9,0,4.6,4.3,3,59.7,64.8,1
6.78,6,7.7,1,8.0,6.5,3,66.7,73.7,1
6.46,0,3.2,0,5.0,5.3,0,55.1,35.0,0
7.22,3,6.7,1,7.4,7.4,3,58.1,73.2,1
7.1,2,4.5,0,6.6,6.5,1,68.7,52.3,0
7.03,2,6.8,0,6.3,6.0,0,71.8,61.2,1
7.84,1,7.1,0,6.4,6.1,1,72.6,54.5,1
7.7,5,6.9,1,8.3,7.8,2,73.7,77.2,1
7.41,3,5.3,0,6.3,6.6,2,73.6,62.5,1
6.99,1,6.6,0,5.6,5.0,2,65.4,57.0,1
8.16,1,6.5,1,6.3,5.6,2,76.7,60.4,1
7.02,5,6.3,1,8.2,7.0,2,76.3,65.7,1
7.39,4,5.5,0,7.3,6.8,4,86.8,69.0,1
5.96,3,5.8,1,3.8,3.1,3,52.9,35.0,0
6.63,2,5.0,1,6.2,5.8,2,70.9,59.1,1
8.33,3,6.6,1,6.3,6.6,2,81.4,70.4,1
8.0,5,6.7,1,7.9,8.1,2,70.8,77.2,1
7.19,2,6.9,0,6.7,4.1,3,83.5,58.2,0
8.01,4,7.6,1,7.9,7.5,2,80.7,78.4,1
6.06,1,6.4,0,5.9,4.5,2,56.5,48.3,0
8.06,2,5.2,1,5.9,4.7,1,88.2,50.5,1
6.75,2,7.9,0,5.0,3.9,4,58.7,67.7,0
7.74,3,8.4,0,9.1,9.1,2,72.8,82.8,1
7.97,4,7.8,1,6.4,7.3,4,90.8,79.0,1
5.73,2,8.2,0,5.0,5.6,0,54.3,84.1,0
6.13,3,6.1,0,5.3,5.8,2,58.4,68.6,0
5.98,2,7.2,0,3.0,3.2,0,52.4,50.6,0
7.31,5,6.7,1,7.5,8.9,3,78.5,74.9,1
6.75,1,6.6,0,5.2,4.9,1,61.9,58.9,1
5.97,3,6.8,1,5.4,4.9,2,48.3,52.5,0
8.68,5,6.8,0,6.8,6.6,3,85.4,67.5,1
7.88,3,7.4,0,6.5,6.6,2,84.2,66.7,1
7.94,4,7.9,1,6.8,5.7,3,73.3,63.0,1
6.1,1,5.9,0,6.6,5.6,1,60.5,51.1,0
6.95,2,5.8,1,8.1,7.0,1,73.4,65.9,1
7.25,2,6.7,1,7.3,6.6,1,68.2,59.7,1
7.42,6,7.0,0,7.2,6.1,3,85.5,58.4,1
6.53,1,4.8,0,4.4,4.0,1,57.3,44.8,0
7.78,5,8.2,1,7.6,7.1,4,72.2,80.1,1
6.04,1,5.9,0,6.4,5.7,2,64.5,49.5,1
7.15,4,8.4,1,5.6,5.0,2,70.6,70.5,1
6.89,4,6.5,1,5.9,5.4,2,59.7,64.0,1
7.05,2,6.6,0,7.4,6.7,0,63.3,63.4,1
6.46,6,4.1,0,7.6,6.8,5,59.0,53.7,1
8.59,6,8.5,1,8.7,7.8,4,90.8,90.8,1
6.78,3,6.4,1,5.5,6.0,2,61.7,65.7,1
6.71,4,6.7,0,5.7,5.2,2,62.9,58.4,0
7.79,0,5.9,0,5.1,4.0,0,62.2,47.0,0
7.05,1,6.9,1,5.2,5.6,2,69.7,71.2,1
7.18,4,5.2,0,8.3,8.1,1,74.8,54.8,1
5.78,0,5.2,0,4.2,3.3,2,40.0,46.5,0
5.93,3,8.1,0,6.9,6.8,1,62.8,77.7,1
4.94,1,6.9,0,6.4,5.2,2,49.8,64.7,0
8.59,4,5.8,1,7.8,7.9,3,97.0,56.8,1
7.39,4,5.5,0,8.5,7.1,3,81.5,60.7,1
7.6,3,7.1,1,6.2,7.2,1,82.5,69.3,1
6.92,3,6.5,0,5.1,4.6,3,65.4,47.1,0
7.37,4,6.2,0,7.6,6.2,2,72.4,52.9,1
7.79,4,6.4,1,8.3,7.8,3,86.0,67.8,1
6.99,3,8.4,1,6.1,6.9,1,61.3,75.2,1
5.5,1,5.9,0,5.6,5.9,2,50.3,54.5,1
7.32,4,6.2,0,8.9,7.9,1,72.4,72.5,1
7.25,2,6.0,0,5.6,5.7,2,76.8,46.6,1
7.0,5,8.0,0,6.6,7.5,2,65.6,74.1,1
7.56,4,7.8,1,7.7,7.6,2,78.2,76.4,0
7.62,3,7.5,1,5.5,6.0,1,67.4,69.3,1
6.42,2,6.2,0,6.1,5.3,2,56.4,47.1,0
7.98,6,5.4,0,7.7,7.2,2,78.9,58.8,1
6.05,2,5.9,0,5.6,5.3,3,53.7,47.2,0
6.6,2,6.1,0,4.9,4.2,1,47.0,49.0,0
8.27,5,6.3,0,7.9,8.8,1,90.1,64.7,1
7.72,4,8.3,0,7.0,7.5,2,78.0,82.2,1
7.23,2,6.2,0,6.3,5.9,1,64.6,57.0,1
7.03,3,7.7,0,6.4,7.0,1,73.8,61.6,1
7.12,3,6.2,0,5.7,6.2,2,73.1,59.4,1
8.38,5,7.6,0,7.3,8.8,3,87.1,75.0,1
7.93,5,8.3,0,6.5,6.0,4,76.9,69.9,0
4.63,1,7.3,0,4.8,4.0,1,41.4,60.7,0
6.55,1,4.6,0,4.7,4.7,2,45.8,44.8,0
7.74,3,6.1,0,5.0,6.3,1,65.6,60.5,1
8.78,3,8.8,0,8.6,8.7,1,94.4,96.0,1
5.24,2,5.8,0,5.0,4.8,0,35.6,55.1,0
7.26,1,7.5,0,5.8,5.1,1,61.4,67.9,1
6.33,2,7.5,0,4.3,4.6,2,58.9,73.2,0
6.31,2,6.4,0,6.6,6.1,0,66.0,46.5,0
6.29,2,7.7,0,5.5,5.7,2,64.5,70.1,0
7.96,3,7.5,1,5.1,5.7,1,71.5,67.0,0
8.42,3,5.8,0,6.6,6.3,3,85.9,49.8,1
7.33,5,5.4,1,7.5,7.0,4,68.9,59.4,0
6.52,3,5.7,0,6.0,5.1,3,52.4,57.5,0
7.65,3,9.1,0,6.8,6.2,1,74.2,81.0,1
7.23,5,7.1,1,6.8,6.5,4,68.5,63.6,1
7.14,1,7.2,1,6.2,6.7,1,71.8,62.6,1
8.38,1,6.7,0,6.4,5.9,4,78.9,54.3,1
7.14,5,5.7,0,7.5,8.0,3,68.4,69.4,1
5.9,3,5.6,0,5.8,5.9,3,59.7,65.6,0
7.02,1,4.8,0,4.8,5.3,2,62.4,53.2,0
9.0,6,6.7,1,6.6,7.1,3,97.6,72.4,1
7.93,2,6.6,0,5.4,5.0,0,73.2,56.8,1
7.01,5,9.3,1,6.7,6.2,3,83.9,74.4,1
6.22,5,6.2,0,6.0,5.1,3,60.8,56.0,0
6.3,0,4.8,0,4.8,5.0,0,51.0,52.1,0
7.49,2,6.5,0,5.8,5.9,0,75.1,67.6,1
8.25,4,6.8,0,7.6,7.0,2,81.9,69.3,1
6.9,4,6.3,0,6.8,7.6,2,67.4,63.6,1
6.71,5,6.7,1,7.0,8.0,3,62.2,67.1,0
8.1,4,7.7,0,6.6,6.5,2,82.7,70.7,1
6.35,3,7.4,0,6.2,6.1,3,57.5,62.5,1
6.79,1,5.8,0,5.6,4.8,0,60.6,63.8,0
6.68,4,6.4,0,6.7,7.1,1,74.7,62.4,1
7.28,5,5.7,1,8.0,7.2,1,74.2,70.4,1
6.75,1,6.0,0,6.7,6.7,1,66.0,51.6,1
5.4,4,5.2,0,4.9,5.5,3,56.4,44.1,0
6.91,2,5.0,0,6.2,6.4,1,61.0,57.1,1
6.96,1,5.6,1,5.3,4.9,2,50.4,38.9,0
8.22,2,7.4,0,6.5,5.6,2,87.0,65.3,1
7.04,1,4.1,0,5.6,5.8,2,52.2,47.3,0
4.59,0,4.7,0,4.1,4.5,1,50.6,36.2,0
6.59,3,7.8,0,7.1,7.6,2,75.2,61.1,1
6.6,1,5.6,0,5.3,5.5,1,57.4,53.3,0
7.16,3,6.2,0,6.3,7.0,2,74.6,58.2,1
7.52,2,7.3,0,7.2,6.8,2,73.1,68.7,1
6.12,1,7.7,0,4.3,5.3,1,60.7,64.5,0
8.24,5,8.3,0,8.6,8.3,3,74.9,72.3,1
7.94,2,7.6,0,5.8,5.1,3,75.7,63.2,0
6.19,4,8.2,1,6.4,7.2,3,67.3,77.0,1
5.24,5,4.5,0,4.7,4.7,2,55.6,40.9,0
7.51,4,7.9,1,7.4,7.4,1,83.9,78.8,1
7.78,4,6.5,1,7.5,7.5,2,80.5,74.1,1
6.81,0,5.9,0,5.7,4.2,1,62.4,54.8,0
7.58,5,7.0,0,8.4,9.1,2,71.9,63.1,1
6.15,3,6.4,0,5.8,5.4,2,57.0,57.2,0
6.0,0,6.3,0,4.9,4.9,1,62.0,64.2,0
5.42,3,6.6,1,5.6,4.9,0,41.7,59.0,0
8.34,4,6.0,0,7.7,8.0,2,80.1,68.6,1
7.09,5,6.7,0,7.7,7.6,3,77.5,63.7,1
7.98,3,7.2,0,5.9,5.9,1,66.4,67.3,1
7.21,1,5.4,1,7.1,6.7,1,61.0,59.7,1
8.22,6,6.1,0,7.9,7.3,2,84.0,64.9,1
6.47,5,6.0,0,6.7,7.2,3,68.7,53.5,1
7.24,1,6.2,0,4.6,5.3,1,67.5,45.3,0
7.58,5,6.9,0,6.7,7.4,0,82.5,71.3,1
5.27,0,6.0,0,5.0,4.7,1,47.8,58.0,0
6.04,3,6.7,0,6.9,7.4,2,78.2,53.4,0
8.32,3,6.5,1,7.9,8.4,2,94.3,71.1,1
6.09,2,4.8,0,5.1,4.6,2,59.9,57.6,0
5.98,0,7.6,0,4.2,4.2,0,46.1,69.3,1
5.65,1,8.7,0,4.9,4.3,0,54.0,66.4,0
5.9,0,6.0,0,3.6,3.4,0,47.7,48.6,0
6.81,3,6.1,0,6.9,6.1,1,65.5,52.1,1
6.99,1,6.2,0,6.5,4.9,2,64.9,63.5,1
7.85,4,5.4,1,5.8,5.3,4,65.5,49.2,1
5.31,0,4.7,0,2.5,2.5,0,35.6,35.0,0
7.45,3,6.0,1,6.4,7.1,2,74.1,58.3,1
8.01,4,8.1,0,6.6,6.2,2,96.1,79.1,1
7.37,2,7.5,1,7.3,6.7,2,75.6,73.1,1
7.6,2,5.9,0,4.8,4.8,0,59.4,58.5,0
7.67,3,8.4,1,7.6,7.2,2,83.0,74.0,1
6.47,2,6.0,1,4.5,4.9,1,54.2,57.4,0
8.3,5,7.7,0,9.1,7.7,1,81.7,70.2,1
6.07,0,5.8,0,4.9,3.2,0,55.0,42.9,0
8.36,5,5.3,0,6.7,7.2,3,83.1,56.7,1
6.26,1,7.6,1,4.6,5.1,1,47.6,64.4,0
6.37,3,7.3,0,7.0,7.5,1,68.7,76.8,1
5.24,2,7.0,1,6.7,6.2,2,46.0,66.3,0
6.65,2,7.5,0,6.4,6.6,2,66.5,66.6,1
7.06,3,6.1,0,6.2,6.5,1,72.2,63.6,1
8.28,4,6.5,0,9.5,7.8,3,93.9,62.7,1
6.14,3,6.8,0,7.1,6.6,2,74.9,75.1,1
7.42,3,5.2,0,6.8,6.8,0,76.6,65.7,1
8.21,4,6.7,1,9.2,9.2,2,91.4,81.7,1
7.73,5,7.3,1,6.9,7.9,1,76.0,81.1,1
7.09,2,5.2,0,6.3,6.1,2,66.0,55.9,1
7.88,5,5.8,0,6.2,6.9,3,81.5,60.5,1
7.71,2,7.6,0,5.1,6.2,1,77.2,60.6,1
7.85,3,5.7,0,7.1,7.7,1,76.6,61.7,1
7.85,1,7.4,1,5.0,6.3,1,79.5,72.8,1
6.55,2,4.8,1,6.7,6.0,0,72.3,55.1,1
7.26,2,7.4,0,6.0,5.4,1,80.1,69.6,1
6.36,0,5.0,0,5.3,5.3,1,50.5,42.0,0
7.41,2,8.8,1,6.1,6.4,1,81.6,74.2,1
7.44,5,5.0,1,7.3,7.7,4,73.9,72.1,1
6.02,2,5.1,0,5.7,6.6,0,53.4,52.1,0
6.26,3,7.8,0,7.3,7.0,2,69.8,75.0,1
8.77,5,4.7,0,7.2,7.8,2,88.6,51.1,1
7.4,3,9.6,1,7.5,5.9,2,67.0,75.1,1
6.07,0,3.2,0,4.6,4.0,1,54.8,36.7,0
5.01,0,6.2,0,4.7,4.6,0,43.1,54.1,0
5.04,1,6.5,0,3.0,3.1,2,41.0,53.7,0
5.68,2,5.8,0,3.9,4.3,1,39.8,40.5,0
6.8,5,8.4,0,6.7,6.6,3,62.3,67.5,1
6.66,2,6.9,0,6.2,4.8,1,66.6,67.7,1
7.17,1,5.9,0,6.4,5.8,1,67.4,57.0,1
6.38,3,6.7,0,6.7,6.3,1,61.9,51.6,1
7.27,4,5.8,0,6.7,6.4,1,68.3,59.2,1
6.41,3,5.1,0,5.5,5.9,2,63.6,60.5,0
6.38,2,6.2,0,4.9,4.2,1,62.6,48.7,0
6.98,3,4.9,0,6.2,4.8,0,72.6,44.6,0
5.35,2,5.3,0,4.4,5.8,0,46.5,56.2,0
6.1,3,6.8,1,7.4,7.4,2,57.7,72.7,1
6.55,4,6.3,1,8.6,5.7,4,64.9,60.9,1
6.67,5,5.7,1,5.9,5.6,2,66.7,55.7,1
7.03,6,5.1,0,8.7,9.0,3,72.1,71.2,1
6.51,5,3.5,0,7.7,7.6,2,70.7,40.1,1
4.5,0,4.5,0,3.0,3.1,1,35.0,41.1,1
7.65,3,5.3,1,5.2,5.9,3,69.2,66.8,1
6.03,2,5.5,0,4.3,3.3,2,53.2,53.8,0
6.59,2,5.7,0,5.3,4.5,1,57.2,53.1,0
5.39,1,7.5,0,4.3,3.0,2,38.4,63.9,0
6.28,2,6.4,0,7.7,8.0,2,65.2,64.2,1
7.1,4,5.5,0,7.5,8.5,3,68.2,53.5,1
7.45,0,6.5,0,6.5,5.1,1,68.0,54.3,0
6.27,2,6.0,0,4.6,5.1,1,46.5,53.9,0
6.91,5,5.4,0,5.0,4.7,2,66.3,57.1,0
7.44,3,5.0,1,5.3,5.5,2,63.7,55.7,1
6.37,2,5.1,0,4.7,5.3,0,55.6,40.6,0
5.42,0,6.2,0,2.5,2.5,1,35.3,35.0,0
8.13,5,6.6,1,7.9,7.7,3,87.1,84.5,1
6.54,3,6.3,0,6.3,6.3,3,59.1,55.5,1
7.2,3,7.8,1,5.7,5.0,1,72.7,70.0,1
7.86,1,7.1,1,6.4,6.6,0,71.2,77.1,1
7.24,4,7.4,0,8.2,7.2,3,79.2,84.0,1
6.35,2,7.2,0,4.0,4.6,2,56.6,65.5,0
5.27,0,4.1,0,4.5,4.6,1,45.6,35.0,0
7.62,3,4.7,0,8.2,7.3,2,66.6,71.1,1
6.54,5,6.3,0,6.0,7.0,1,46.5,47.2,0
6.99,5,6.9,1,8.5,8.3,2,76.1,81.9,1
5.71,1,5.2,0,5.5,5.5,0,43.4,45.7,0
7.04,5,7.8,0,6.7,6.8,2,73.5,72.9,1
6.84,3,5.6,0,5.4,7.0,1,67.7,63.3,1
6.9,2,6.1,1,6.4,7.5,1,71.7,56.6,1
7.32,1,7.0,0,6.1,4.8,1,76.4,56.7,1
6.49,2,7.1,0,5.4,4.9,1,48.3,48.2,0
6.3,0,6.1,1,5.5,3.9,0,65.3,56.9,1
6.19,0,6.8,0,4.5,3.1,0,51.5,52.8,0
6.62,2,6.8,1,5.4,6.1,0,65.2,58.0,0
8.54,3,7.5,1,6.5,6.8,3,78.8,77.6,1
6.13,2,3.0,0,6.4,6.4,1,57.8,41.0,0
7.28,3,6.3,0,6.4,6.1,1,74.1,58.0,1
8.11,4,7.4,1,6.2,6.9,3,65.9,77.1,1
5.48,1,4.2,0,2.8,2.8,1,41.1,35.0,0
8.07,3,8.7,1,5.4,5.9,2,63.6,77.6,1
7.09,0,5.6,0,3.5,2.7,0,57.7,43.7,0
8.67,6,7.2,1,9.8,9.4,3,88.7,77.7,1
5.01,1,5.2,0,6.1,6.5,0,38.7,60.4,0
6.48,1,5.2,0,4.3,4.8,4,55.3,44.5,0
6.86,4,5.7,0,4.7,3.9,2,65.1,65.1,0
6.52,3,9.3,0,4.8,4.0,2,60.9,73.4,1
6.0,2,5.4,0,4.3,3.8,3,53.1,51.0,0
7.17,3,8.0,0,7.9,8.0,3,73.8,72.8,1
6.05,3,5.9,0,4.9,4.6,2,53.4,65.3,0
7.19,5,6.6,0,5.3,5.7,2,68.2,52.7,0
5.71,2,6.4,0,6.7,5.1,2,62.9,61.3,0
5.19,1,8.4,0,3.6,3.8,1,50.7,52.1,0
6.74,3,5.9,1,7.5,6.3,2,60.3,56.4,1
7.21,3,6.2,1,9.4,9.1,2,69.5,71.2,1
6.73,1,6.3,0,6.5,6.8,1,72.0,74.5,1
6.5,2,5.6,0,6.9,6.2,2,68.7,59.5,1
7.69,2,4.6,0,4.7,5.6,0,73.7,43.3,0
6.07,0,6.0,0,5.8,4.8,0,50.4,57.2,0
5.55,1,6.9,0,7.0,6.3,3,63.6,64.1,0
6.4,3,8.2,0,7.5,6.2,2,73.9,78.6,1
8.2,7,6.5,1,7.6,7.0,4,84.0,72.3,1
7.12,2,7.1,1,5.9,6.0,2,66.0,63.7,1
8.89,3,6.5,0,7.9,6.7,3,99.0,71.8,1
6.75,5,6.3,0,8.6,7.4,2,82.8,68.5,1
5.67,1,7.9,0,5.8,4.1,0,52.5,62.5,0
6.01,3,6.2,0,5.5,4.3,2,47.4,54.2,0
9.18,2,7.0,0,5.8,6.6,3,96.7,62.5,1
8.77,6,4.2,1,8.6,7.9,4,100.0,57.7,1
5.73,2,8.1,0,5.7,5.2,0,53.7,68.4,0
5.93,2,7.2,0,6.7,7.0,1,50.8,70.4,1
6.84,4,6.6,0,6.3,5.3,3,68.2,57.1,1
5.98,1,7.4,1,5.1,5.2,1,51.5,59.7,0
7.38,4,6.9,0,7.7,8.8,1,70.3,70.7,1
